audit_id,audit_label,audit_device_type,audit_notes
7403c8cf36b5c4bf,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
8018c2991412133e,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
4dd9834d174328ff,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
2ab9a91fd800bd26,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
3216cad106559034,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
7432b056573f1e1b,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
c0d535d59c7015ba,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
b86176e92621f534,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
43c7e2c7e298ca9a,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
5ee8bdf5306652a0,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
c12702f4db344526,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
328b337c4b431818,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
cd75aca0782fdde1,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
af36446fcc742f2b,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
35f5a5a361ef70bc,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
168585a9419bf0da,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
d64f4dd735fe4234,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
fabec1fb78b97f1d,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
104904a3f12cc9bc,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
c194575fca0b7a24,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
1913f2d4f1a93a36,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
adae320b0e4e9551,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
fc37ce5e784e180f,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
bb7a778051f49658,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
11af9fd5d1f6af63,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
93b3dcfbafb991df,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
0373e2a97fb149dd,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
3010978b0f5c7b7f,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
d87b28ebee5f55dd,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
4a62d0b99eaa5bd2,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
87ceab61130a0ce7,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
9ef4e89ce2defb2f,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
7118e9da9952cfcd,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
0e864fa9e60ea646,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
c3cd419cd4013113,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
34ac0bf29291ac40,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
68ecd9d5067b136c,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
0211f0f6f002ac47,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
675473841de0d356,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
56f298d9685e4b68,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
5d0b904d927cb101,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
8d46fbe89d3f5657,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
490015bfaceb31bd,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
f9f805727b8e6175,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
7f09ddbb19cb0866,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
8d50bb4f55bf0c78,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
148fc40f821f267b,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
ee973cd2411af903,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
1ddf91c157735189,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
eedd94b702cffcf5,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
0c8181228af73ddf,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
5425eab2420cf4eb,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
2bd57853d0f1048b,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
64777b26e83eb768,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
e8821da6480b9c2d,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
34ab670edcf0c083,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
dc2dbdbc18a14f9f,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
85b99542761d99bb,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
d0dfb1c5c093e2b2,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
370d7d603ca7b2be,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
ff5589d9330749ef,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
09a9d813f94a5e9d,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
cdc2e3ac63195d71,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
638ca9fc764b9b13,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
c85bb7a558dff44d,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
e8a2972fa46cd65b,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
b86732d50b374ad1,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
3fae0ef27149f0e5,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
ff1e119c3b9bf755,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
66e93ad0934abc20,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
fb60cccd79b1bd79,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
efc8d6b86df6eaa7,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
394297a8ace5ecee,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
44c2549c73534c81,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
9e1110da417829ab,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
496ad801fc5a004a,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
45cd88efcb70d381,correct_target,smart_plug,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
54628cab55db1c88,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
177d9d48fb2c6e69,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
23dfca1acbc43b72,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
9ba808c06e08c453,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
d73563d125cd899e,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
5679e368cfddd9a0,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
17a1111ede2ea121,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
947e11ef6544e177,correct_target,smart_bulb,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
b73919ef5882761d,correct_target,smart_switch,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
e9e49542ce743319,correct_target,smart_switch,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
014a9ffb67edb1bf,correct_target,smart_switch,Manual Metadata review: product identity and smart-control evidence support the assigned target device type.
fe4f8a1c5f38cf3e,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
05c3d876ad53693b,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
2afb67227a46321b,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
ba526ded4db6fb90,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
9336283617ef546f,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
2834f6936287d2b4,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
30dbbb3cc577e88f,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
dcd1a9830d6163aa,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
706d2fbe23b9979e,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
d939a5d83766332e,non_smart,,Manual Metadata review: no qualifying smart-control product identity.
1bf5ddf227740e8e,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
27c680ef1bc1409a,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
d4f7ea7b3d09b3a1,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
586ea3f782f2f16d,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
0ec7a682c49fdd38,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
f9f8d0c7ec35ed5f,non_smart,,Manual Metadata review: no qualifying smart-control product identity.
de180d557fee4608,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
08b02d7f32cd768f,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
d7626074764aff8a,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
7849b9e7fa93be68,non_smart,,Manual Metadata review: no qualifying smart-control product identity.
62eb5156ab6ef86d,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
a33d8f11dc11f0dd,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
320c6fe56ceb36b5,non_smart,,Manual Metadata review: no qualifying smart-control product identity.
713751e45dc41087,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
a61d077c160838ba,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
b8b308d2d170b6b7,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
29fb593164d68b56,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
ec27590ab3b9c5c4,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
cc2bbd6408d25946,non_smart,,Manual Metadata review: no qualifying smart-control product identity.
b5367dc1e9fd1552,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
c73d37969102f55b,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
7eaf47ceaf339a38,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
bdf70d105759cbf3,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
402310c9d443383d,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
20d913e348df814f,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
febf89025a5a52b6,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
0b03d5856d5edaa3,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
1c6ad3213084b18d,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
cf6500ecac406ae5,non_smart,,Manual Metadata review: no qualifying smart-control product identity.
8fcb2fd3c3d09994,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
26ae5bc21f0b16ff,wrong_device_type,,Manual Metadata review: switch terminology refers to a non-target switch class.
e7546b33ff701afe,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
b4d76207c9692cc4,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
b2dd93786fa387ed,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
24c2d1d0784f196b,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
8032e1f167084a56,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
599f047f78a36177,accessory,,Manual Metadata review: accessory rather than target product.
3cc03a652b5787ca,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
63ec4c9569996a6a,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
55f74a5d0d6eed01,false_positive,,Manual Metadata review: Metadata identifies a different primary product.
