file_id,record_type,domain,field,observed,is_core_field,object_denominator,occurrence_count,key_absent_count,null_count,empty_string_count,effective_missing_count,key_absent_rate,effective_missing_rate,type_counts_json
reviews_electronics,reviews,Electronics,text,True,True,43886944,43886944,0,0,2534,2534,0.0,5.773926751427486e-05,"{""string"":43886944}"
reviews_electronics,reviews,Electronics,timestamp,True,True,43886944,43886944,0,0,0,0,0.0,0.0,"{""integer"":43886944}"
reviews_electronics,reviews,Electronics,title,True,True,43886944,43886944,0,0,1,1,0.0,2.2785819855672794e-08,"{""string"":43886944}"
reviews_electronics,reviews,Electronics,user_id,True,True,43886944,43886944,0,0,0,0,0.0,0.0,"{""string"":43886944}"
reviews_electronics,reviews,Electronics,verified_purchase,True,True,43886944,43886944,0,0,0,0,0.0,0.0,"{""boolean"":43886944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,asin,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""string"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,helpful_vote,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""integer"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,images,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""array"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,parent_asin,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""string"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,rating,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""number"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,text,True,True,67409944,67409944,0,0,7419,7419,0.0,0.00011005794634690692,"{""string"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,timestamp,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""integer"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,title,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""string"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,user_id,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""string"":67409944}"
reviews_home_and_kitchen,reviews,Home_and_Kitchen,verified_purchase,True,True,67409944,67409944,0,0,0,0,0.0,0.0,"{""boolean"":67409944}"
